Time (ms),Brass 500 PSI,Brass 1600 PSI
6282,163.9404,791.2109
6283,163.6353,797.0703
6284,163.0249,790.2344
6285,163.0249,797.0703
6286,163.0249,793.1641
6287,163.6353,796.0938
6288,163.6353,795.1172
6289,163.6353,792.1875
6290,163.9404,790.2344
6291,163.9404,793.1641
6292,163.3301,797.0703
6293,163.9404,793.1641
6294,163.6353,791.2109
6295,163.6353,791.2109
6296,163.6353,792.1875
6297,163.6353,797.0703
6298,163.6353,791.2109
6299,163.6353,790.2344
6300,163.3301,797.0703
6301,163.6353,791.2109
6302,163.9404,800
6303,163.9404,796.0938
6304,163.6353,793.1641
6305,163.6353,797.0703
6306,163.3301,795.1172
6307,163.6353,788.2813
6308,163.6353,793.1641
6309,163.6353,796.0938
6310,163.6353,796.0938
6311,163.3301,797.0703
6312,163.0249,795.1172
6313,163.3301,793.1641
6314,163.0249,797.0703
6315,163.0249,793.1641
6316,163.3301,791.2109
6317,163.3301,797.0703
6318,163.6353,797.0703
6319,163.0249,793.1641
6320,163.6353,792.1875
6321,163.3301,792.1875
6322,163.6353,797.0703
6323,163.6353,795.1172
6324,163.6353,791.2109
6325,163.6353,793.1641
6326,163.0249,791.2109
6327,163.3301,792.1875
6328,163.6353,794.1406
6329,163.6353,797.0703
6330,163.6353,795.1172
6331,163.3301,798.0469
6332,163.3301,793.1641
6333,163.6353,790.2344
6334,163.3301,797.0703
6335,163.6353,792.1875
6336,163.9404,797.0703
6337,163.6353,793.1641
6338,163.3301,791.2109
6339,163.6353,797.0703
6340,163.6353,797.0703
6341,163.6353,793.1641
6342,163.9404,794.1406
6343,163.0249,797.0703
6344,163.0249,797.0703
6345,163.0249,796.0938
6346,163.3301,794.1406
6347,163.3301,795.1172
6348,163.0249,798.0469
6349,164.2456,796.0938
6350,163.6353,791.2109
6351,163.6353,794.1406
6352,163.3301,793.1641
6353,163.3301,791.2109
6354,163.6353,797.0703
6355,163.3301,791.2109
6356,163.9404,797.0703
6357,163.3301,797.0703
6358,163.3301,792.1875
6359,163.6353,796.0938
6360,163.6353,792.1875
6361,163.6353,795.1172
6362,163.0249,791.2109
6363,163.3301,793.1641
6364,163.3301,794.1406
6365,163.3301,799.0234
6366,163.0249,797.0703
6367,163.3301,791.2109
6368,163.3301,793.1641
6369,163.6353,797.0703
6370,163.6353,798.0469
6371,164.2456,797.0703
6372,163.6353,791.2109
6373,163.6353,796.0938
6374,163.3301,799.0234
6375,163.6353,792.1875
6376,163.9404,798.0469
6377,163.0249,797.0703
6378,163.0249,793.1641
6379,163.3301,793.1641
6380,163.0249,793.1641
6381,163.6353,793.1641
6382,163.6353,797.0703
6383,163.0249,797.0703
6384,163.6353,791.2109
6385,163.6353,794.1406
6386,163.6353,792.1875
6387,163.6353,793.1641
6388,163.6353,797.0703
6389,163.6353,790.2344
6390,163.9404,794.1406
6391,163.3301,798.0469
6392,163.6353,793.1641
6393,163.6353,791.2109
6394,163.6353,795.1172
6395,163.3301,797.0703
6396,163.0249,796.0938
6397,163.0249,793.1641
6398,163.6353,792.1875
6399,163.6353,796.0938
6400,163.6353,798.0469
6401,163.3301,796.0938
6402,163.0249,797.0703
6403,163.3301,797.0703
6404,164.2456,792.1875
6405,163.6353,798.0469
6406,163.6353,791.2109
6407,163.6353,793.1641
6408,163.6353,797.0703
6409,163.0249,794.1406
6410,163.6353,798.0469
6411,163.0249,794.1406
6412,163.3301,798.0469
6413,163.6353,797.0703
6414,163.6353,795.1172
6415,163.3301,791.2109
6416,163.6353,794.1406
6417,163.3301,799.0234
6418,163.6353,794.1406
6419,163.6353,793.1641
6420,163.6353,792.1875
6421,163.6353,792.1875
6422,163.3301,798.0469
6423,163.3301,793.1641
6424,163.6353,792.1875
6425,163.6353,799.0234
6426,163.6353,793.1641
6427,163.3301,794.1406
6428,163.6353,798.0469
6429,163.6353,795.1172
6430,163.6353,800
6431,163.0249,796.0938
6432,163.0249,793.1641
6433,163.6353,795.1172
6434,163.3301,797.0703
6435,163.6353,798.0469
6436,163.6353,798.0469
6437,163.3301,796.0938
6438,163.6353,795.1172
6439,163.3301,798.0469
6440,163.6353,794.1406
6441,163.6353,793.1641
6442,163.6353,800.9766
6443,163.6353,797.0703
6444,163.6353,793.1641
6445,163.6353,793.1641
6446,163.3301,793.1641
6447,163.3301,800.9766
6448,163.3301,795.1172
6449,163.3301,792.1875
6450,163.6353,797.0703
6451,163.3301,793.1641
6452,163.9404,793.1641
6453,163.6353,797.0703
6454,163.9404,797.0703
6455,163.6353,799.0234
6456,163.6353,798.0469
6457,163.6353,793.1641
6458,163.6353,794.1406
6459,163.6353,800.9766
6460,163.3301,797.0703
6461,163.0249,799.0234
6462,163.0249,797.0703
6463,163.3301,794.1406
6464,163.6353,800.9766
6465,163.3301,796.0938
6466,163.6353,793.1641
6467,163.6353,797.0703
6468,165.4663,800
6469,163.3301,797.0703
6470,163.6353,796.0938
6471,163.3301,794.1406
6472,163.9404,799.0234
6473,163.6353,800
6474,163.6353,794.1406
6475,163.3301,793.1641
6476,163.6353,793.1641
6477,163.3301,793.1641
6478,163.6353,796.0938
6479,163.3301,799.0234
6480,163.6353,794.1406
6481,163.6353,800
6482,163.0249,799.0234
6483,163.3301,792.1875
6484,163.6353,799.0234
6485,163.6353,793.1641
6486,163.6353,798.0469
6487,163.3301,796.0938
6488,163.9404,793.1641
6489,163.6353,799.0234
6490,163.6353,800.9766
6491,163.6353,795.1172
6492,163.9404,795.1172
6493,163.6353,800
6494,163.3301,799.0234
6495,163.0249,799.0234
6496,163.6353,799.0234
6497,163.3301,795.1172
6498,163.0249,800
6499,163.0249,799.0234
6500,163.0249,792.1875
6501,163.6353,797.0703
6502,163.6353,797.0703
6503,163.6353,793.1641
6504,163.6353,797.0703
6505,163.6353,793.1641
6506,163.6353,797.0703
6507,163.0249,800.9766
6508,163.6353,795.1172
6509,163.6353,795.1172
6510,163.6353,794.1406
6511,163.3301,797.0703
6512,163.6353,794.1406
6513,163.6353,797.0703
6514,163.6353,794.1406
6515,163.6353,799.0234
6516,163.3301,800
6517,163.3301,793.1641
6518,163.3301,795.1172
6519,163.6353,800
6520,163.6353,799.0234
6521,163.6353,800
6522,163.6353,793.1641
6523,163.9404,797.0703
6524,163.6353,800.9766
6525,163.3301,797.0703
6526,163.3301,800.9766
6527,163.3301,800
6528,163.0249,796.0938
